sra_run_id,layout,fragment_length_average,fragment_length_sd,publication_id,species,genotype.name,genotype.accession,tissue,tissue.comment,stress_type,stress.duration,temperature,sample.name,sample.group,respective_control
SRR12355988,paired,,,p19,Solanum lycopersicum,Levovil,,flower,,none,0h,control,levovil_h_f_c_1,e19-3-0,
SRR12356010,paired,,,p19,Solanum lycopersicum,Levovil,,flower,,none,0h,control,levovil_h_f_c_2,e19-3-0,
SRR12355996,paired,,,p19,Solanum lycopersicum,Levovil,,flower,,none,0h,control,levovil_h_f_c_3,e19-3-0,
SRR12356020,paired,,,p19,Solanum lycopersicum,Levovil,,flower,,heat,4h,low,levovil_h_f_1,e19-3,e19-3-0
SRR12356016,paired,,,p19,Solanum lycopersicum,Levovil,,flower,,heat,4h,low,levovil_h_f_2,e19-3,e19-3-0
SRR12356003,paired,,,p19,Solanum lycopersicum,Levovil,,flower,,heat,4h,low,levovil_h_f_3,e19-3,e19-3-0
SRR12355989,paired,,,p19,Solanum lycopersicum,Cervil,,flower,,none,0h,control,cevovil_h_f_c_1,e19-4-0,
SRR12356011,paired,,,p19,Solanum lycopersicum,Cervil,,flower,,none,0h,control,cevovil_h_f_c_2,e19-4-0,
SRR12355997,paired,,,p19,Solanum lycopersicum,Cervil,,flower,,none,0h,control,cevovil_h_f_c_3,e19-4-0,
SRR12356021,paired,,,p19,Solanum lycopersicum,Cervil,,flower,,heat,4h,low,cevovil_h_f_1,e19-4,e19-4-0
SRR12356017,paired,,,p19,Solanum lycopersicum,Cervil,,flower,,heat,4h,low,cevovil_h_f_2,e19-4,e19-4-0
SRR12356004,paired,,,p19,Solanum lycopersicum,Cervil,,flower,,heat,4h,low,cevovil_h_f_3,e19-4,e19-4-0
SRR12356018,paired,,,p19,Solanum lycopersicum,M102,,flower,,none,0h,control,m102_h_f_c_1,e19-5-0,
SRR12356005,paired,,,p19,Solanum lycopersicum,M102,,flower,,none,0h,control,m102_h_f_c_2,e19-5-0,
SRR12355992,paired,,,p19,Solanum lycopersicum,M102,,flower,,none,0h,control,m102_h_f_c_3,e19-5-0,
SRR12355990,paired,,,p19,Solanum lycopersicum,M102,,flower,,heat,4h,low,m102_h_f_1,e19-5,e19-5-0
SRR12356012,paired,,,p19,Solanum lycopersicum,M102,,flower,,heat,4h,low,m102_h_f_2,e19-5,e19-5-0
SRR12355999,paired,,,p19,Solanum lycopersicum,M102,,flower,,heat,4h,low,m102_h_f_3,e19-5,e19-5-0
SRR12356019,paired,,,p19,Solanum lycopersicum,M54,,flower,,none,0h,control,m54_h_f_c_1,e19-6-0,
SRR12356006,paired,,,p19,Solanum lycopersicum,M54,,flower,,none,0h,control,m54_h_f_c_2,e19-6-0,
SRR12355993,paired,,,p19,Solanum lycopersicum,M54,,flower,,none,0h,control,m54_h_f_c_3,e19-6-0,
SRR12355991,paired,,,p19,Solanum lycopersicum,M54,,flower,,heat,4h,low,m54_h_f_1,e19-6,e19-6-0
SRR12356013,paired,,,p19,Solanum lycopersicum,M54,,flower,,heat,4h,low,m54_h_f_2,e19-6,e19-6-0
SRR12356000,paired,,,p19,Solanum lycopersicum,M54,,flower,,heat,4h,low,m54_h_f_3,e19-6,e19-6-0
