"","e1-1","e1-2","e1-3","e1-4","e1-5","e2-1","e2-2","e2-3","e3-1","e4-1","e4-2","e4-3","e5-1","e5-2","e6-1","e6-2","e6-3","e6-4","e7-1","e8-1","e8-2","e9-1","e10-2","e11-1","e11-2","e11-3","e12-1","e12-2","e12-3","e14-1","e14-2","e14-3","e15-1","e15-2","e15-3","e15-4","e15-5","e17-1","e17-2","e18-1","e19-1","e19-2","e19-3","e19-4","e19-5","e19-6"
"Solyc12g009800.3.1",1.07975189095532,0,0,-1.87756292286481,0,0,-5.32071602693658,0,0,0,0,0,0,-4.94368847518369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07975189095532,0,0,-1.87756292286481,0,0,0,0,0,0,0,0,0,0
"Solyc12g009920.1.1",1.43790706135765,0,0,0,1.77288548205964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38759621865667,0,0,0,0,0,0,0,0,0,0,0,0,1.43790706135765,0,0,0,1.77288548205964,0,0,0,0,0,0,0,0,0
"Solyc12g010020.3.1",4.41721846719216,3.5841847358054,5.30256127121783,3.12534701765412,0,0,-1.28010602880666,0,0,0,0,0,-1.17319633267122,-2.56317671400317,0,1.0687546442635,0,0,0,0,0,0,0,0,0,0,0,0,1.47983780192185,0,0,0,4.41721846719216,3.5841847358054,5.30256127121783,3.12534701765412,0,-3.0124190486817,-2.67431068431633,0,0,0,0,0,2.99494891426606,0
"Solyc12g010030.3.1",5.4661545691311,4.90494127092047,6.74996744539705,5.30231448390092,4.45572123627473,0,-1.87538216199463,0,0,0,0,0,-1.23950135480743,-1.74955478000482,0,1.01541039710856,0,0,0,0,0,0,0,0,0,0,6.28937725405334,0,0,0,0,0,5.4661545691311,4.90494127092047,6.74996744539705,5.30231448390092,4.45572123627473,-3.04136165822363,0,0,0,0,0,0,0,0
"Solyc12g010420.1.1",2.20443421108449,2.16647803887143,0,0,0,0,0,0,0,0,0,0,0,-1.50149063568378,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79418645034615,0,0,0,0,2.20443421108449,2.16647803887143,0,0,0,0,0,0,0,0,0,0,2.60982928855219,0
"Solyc12g010450.3.1",1.35371252097581,0,1.9747667058027,2.62170634588925,0,0,1.95096204310379,0,0,0,0,0,2.45697940922222,1.84535437686736,0,0,0,0,0,0,0,0,1.5633874797321,0,0,0,0,0,0,0,0,0,1.35371252097581,0,1.9747667058027,2.62170634588925,0,1.73361546953721,0,0,0,0,0,0,0,0
"Solyc12g010540.1.1",2.21251474696682,1.70728459788882,0,1.30232407171279,0,0,0,0,3.27609481956522,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4277428510815,0,0,0,-1.90021681711516,-2.70034161507158,-2.24457122069013,0,0,0,2.21251474696682,1.70728459788882,0,1.30232407171279,0,-1.51872930151205,0,0,0,0,0,0,0,0
"Solyc12g010550.1.1",1.80874352590234,0,0,3.62912333509575,0,0,3.94549308652252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80874352590234,0,0,3.62912333509575,0,0,0,0,0,0,0,0,0,0
"Solyc12g010710.1.1",1.14978198255831,2.66334807841864,2.71623118799645,0,0,0,-5.61440661135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15222313776829,0,0,0,0,0,0,0,0,0,1.14978198255831,2.66334807841864,2.71623118799645,0,0,0,-3.77486260611567,0,0,0,0,0,0,0
"Solyc12g010940.1.1",2.59588665125044,0,2.74987323483686,0,2.41209978997784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67446163574112,0,0,0,0,0,0,0,0,0,0,0,0,2.59588665125044,0,2.74987323483686,0,2.41209978997784,0,0,0,0,0,0,0,0,0
"Solyc12g011230.1.1",-1.57642222340053,0,0,0,0,0,0,0,0,0,0,0,0,-2.0022546306848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57642222340053,0,0,0,0,2.20276062385553,2.50213466388261,0,0,0,0,0,0,0
"Solyc12g011310.2.1",7.22440119784968,0,0,5.3308519799771,0,0,0,0,0,0,8.91707543507236,7.4313928428807,8.51069685291395,11.6458575270591,0,0,5.19585668115761,7.17719015586171,0,6.77567244187446,6.70292928141846,0,0,0,8.3614195402327,8.12967522509716,0,0,0,0,0,0,7.22440119784968,0,0,5.3308519799771,0,0,-1.59721333887704,0,0,0,0,0,0,0
"Solyc12g011410.1.1",-1.18134726388366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53941535693062,0,0,0,0,0,0,0,0,0,-1.18134726388366,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g013500.2.1",1.88997171377884,1.30532631199208,2.26176907521518,2.46079334123868,1.10366304997572,0,1.74391846636482,0,0,0,1.33331964580136,1.46140462830903,1.92402491782963,1.1814854713883,0,0,0,1.09278694781098,0,0,0,0,2.00270928784395,0,1.62758920678413,1.68970990439158,0,0,0,0,0,0,1.88997171377884,1.30532631199208,2.26176907521518,2.46079334123868,1.10366304997572,0,0,0,0,0,0,0,0,0
"Solyc12g013550.2.1",1.66142850332044,1.47133544816132,1.58523888722277,1.91823806565094,1.34959146276893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4404673445725,0,0,0,0,0,0,0,0,0,1.66142850332044,1.47133544816132,1.58523888722277,1.91823806565094,1.34959146276893,-1.31405681235256,0,0,0,0,0,0,0,0
"Solyc12g013620.2.1",1.46820124044385,0,2.81988224093947,3.64541708541575,0,0,1.78598960415371,0,0,0,0,0,-3.77831323314115,-3.01868465193004,0,0,0,0,0,2.5695348495804,0,0,-1.13329803706732,0,0,0,0,0,0,0,0,0,1.46820124044385,0,2.81988224093947,3.64541708541575,0,1.32107285354104,0,2.04334444743875,0,0,0,0,0,0
"Solyc12g013710.2.1",2.60684234546118,0,-3.24056168214885,-5.35377581928259,-2.27895493304969,0,-4.44543996453045,0,0,0,0,0,2.59583587997232,1.40613659637923,0,0,0,0,0,0,0,0,4.42230676361078,0,0,0,0,0,3.59042006329686,0,0,0,2.60684234546118,0,-3.24056168214885,-5.35377581928259,-2.27895493304969,0,0,0,0,0,0,0,0,0
"Solyc12g013990.3.1",1.30686761800314,1.90144890972076,2.11005271964108,1.65197058667235,0,0,1.66640975479414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01025177530831,0,0,0,0,0,0,0,0,0,1.30686761800314,1.90144890972076,2.11005271964108,1.65197058667235,0,0,0,0,0,0,0,0,0,0
"Solyc12g014010.2.1",1.85939493580118,1.43907254735688,1.6704885572635,0,0,0,-1.76773900222204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85939493580118,1.43907254735688,1.6704885572635,0,0,0,2.36669186511693,0,0,0,0,0,0,0
"Solyc12g014090.2.1",1.70000912834677,1.94958460809847,2.5690180712701,3.11874417567453,0,0,3.01913244599788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23338220272071,0,0,0,0,0,0,0,0,0,1.70000912834677,1.94958460809847,2.5690180712701,3.11874417567453,0,1.7663237092968,0,0,0,0,0,0,0,0
"Solyc12g014130.2.1",-1.31959260240741,-1.24681837496895,-3.42962446387171,-5.20122262261285,-1.40663351653331,0,0,0,0,0,0,0,-2.12216314715247,-2.91681044967276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31959260240741,-1.24681837496895,-3.42962446387171,-5.20122262261285,-1.40663351653331,0,0,0,0,0,0,0,0,0
"Solyc12g014330.1.1",1.9040247803398,1.94055560418318,2.46614839716838,2.64087651248084,1.24514471191952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84090481071997,0,0,0,0,0,0,0,0,0,1.9040247803398,1.94055560418318,2.46614839716838,2.64087651248084,1.24514471191952,0,0,0,0,0,0,0,0,0
"Solyc12g014430.2.1",1.46423935307746,1.37600861878023,0,-2.62328418612519,0,0,-3.97234259862316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9052620329348,0,0,0,4.25117417521486,0,2.60118244638733,0,0,0,1.46423935307746,1.37600861878023,0,-2.62328418612519,0,-1.52490773256426,0,-1.06141764561311,0,0,0,0,0,0
"Solyc12g014470.2.1",2.20287922067784,1.91206023932932,3.48198236765873,4.43145847457355,1.30491899029426,0,2.4592542933333,0,0,0,0,1.40728388389646,1.36430833592067,0,0,0,0,1.01529331361174,0,0,0,0,1.4241511447582,0,0,0,0,0,0,0,0,0,2.20287922067784,1.91206023932932,3.48198236765873,4.43145847457355,1.30491899029426,0,0,0,0,0,0,0,0,0
"Solyc12g015820.1.1",1.00796065248025,0,0,2.14583316278948,0,0,0,0,0,0,0,0,1.33516941561378,1.89780004499557,0,0,0,0,0,0,0,0,1.04429722357574,0,0,0,0,0,0,0,0,0,1.00796065248025,0,0,2.14583316278948,0,0,0,1.27259236332761,0,0,0,0,0,0
"Solyc12g015880.2.1",1.5209225220144,0,1.83574349128266,0,-1.0521089778071,0,1.18025199910279,0,0,0,0,0,0,0,0,0,0,0,0,-1.06127644808087,-1.10306416147566,0,0,0,0,0,0,0,0,0,0,0,1.5209225220144,0,1.83574349128266,0,-1.0521089778071,2.49259359912029,0,1.06017847083195,0,0,0,0,0,0
"Solyc12g017240.2.1",2.067351462367,2.56404692039683,0,0,0,0,0,0,0,0,0,0,0,-1.01786578776837,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36212644055079,-2.77676530356385,0,0,0,2.067351462367,2.56404692039683,0,0,0,-2.20925822426881,-1.62849489636178,1.37049172816242,0,0,0,0,2.898714880292,0
"Solyc12g017460.1.1",-1.64267849915833,0,0,-4.61119536548611,-1.5234621716901,0,-3.36768090800561,0,0,0,0,0,0,-1.7276280367358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13661001829857,0,0,0,-1.64267849915833,0,0,-4.61119536548611,-1.5234621716901,0,0,-1.11074507842563,0,0,0,0,0,0
"Solyc12g017530.1.1",1.18078268120225,0,0,-1.49895272207516,-1.21433460341649,0,-4.22776263111747,0,0,0,0,0,0,-1.12410848768413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18078268120225,0,0,-1.49895272207516,-1.21433460341649,-5.59460878142871,-1.75490970486363,-1.07222991969266,0,0,0,0,0,0
"Solyc12g017960.1.1",1.24654742304942,2.41085802359673,1.57714032590363,0,0,0,-4.25377661781693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25030175811865,0,0,0,1.24654742304942,2.41085802359673,1.57714032590363,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g017970.1.1",-1.31848821307309,-1.36557251598014,-1.80479972897141,-1.97223281546211,-1.3166497948131,0,-6.69214460306792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31848821307309,-1.36557251598014,-1.80479972897141,-1.97223281546211,-1.3166497948131,0,0,0,0,0,0,0,0,0
"Solyc12g019320.2.1",1.05497290151161,0,0,-1.27375976039347,0,0,-2.95792368090659,0,0,0,0,0,-1.46244133785187,-1.12928032208137,0,0,0,0,0,0,0,0,0,0,0,0,9.35598932468858,0,4.4290173151454,0,0,0,1.05497290151161,0,0,-1.27375976039347,0,0,0,0,0,0,0,0,1.0423500252149,0
"Solyc12g019550.2.1",1.23237084504608,0,-2.75586470010373,-3.35656575111445,0,0,-3.50254993563177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23237084504608,0,-2.75586470010373,-3.35656575111445,0,0,0,0,0,0,0,0,0,0
"Solyc12g019700.1.1",-1.52714154602082,-1.8155077292574,-2.28196032974491,-1.74880492426721,-1.6316948656605,0,0,0,0,0,0,0,0,-1.47111686761203,0,0,0,0,0,0,0,0,-1.41338140508025,0,0,0,-1.63461673901365,-1.52294875455176,0,0,0,0,-1.52714154602082,-1.8155077292574,-2.28196032974491,-1.74880492426721,-1.6316948656605,0,0,0,0,0,0,0,0,0
"Solyc12g019710.1.1",-1.07006052316076,-1.01300892609039,-1.01473768864974,0,0,0,1.48941988816827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03816852531542,0,0,0,-1.29550285174707,-1.28399356088004,0,0,0,0,-1.07006052316076,-1.01300892609039,-1.01473768864974,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g019740.2.1",1.92250967162476,0,2.20336423027148,4.2751350442,1.03803459776836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00314906595754,0,0,0,0,0,0,0,0,0,1.92250967162476,0,2.20336423027148,4.2751350442,1.03803459776836,0,1.1908365402941,1.66417755753254,0,0,0,0,0,0
"Solyc12g027897.1.1",-1.02552990203876,0,-1.81207283416837,-1.77744368038319,-1.33114290714417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02552990203876,0,-1.81207283416837,-1.77744368038319,-1.33114290714417,0,0,1.00532242497039,0,0,0,0,0,0
"Solyc12g036340.1.1",-1.44910639664643,0,0,0,-2.2748275236133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44910639664643,0,0,0,-2.2748275236133,0,2.57191890013642,0,0,0,0,0,0,0
"Solyc12g036650.2.1",1.45861141764136,1.3665653083815,0,2.25581650763469,0,0,0,0,0,0,0,0,0,1.1763649845035,0,0,0,0,0,0,0,0,1.94134050065074,0,0,0,0,-1.79172732496998,-1.87425301658439,0,0,0,1.45861141764136,1.3665653083815,0,2.25581650763469,0,0,0,0,0,0,0,0,0,0
"Solyc12g036673.3.1",-1.53680507346734,0,0,-3.29760069862417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53680507346734,0,0,-3.29760069862417,0,0,1.89143224205454,0,0,0,0,0,0,0
"Solyc12g036710.3.1",1.1753950056086,0,0,2.12413594969945,2.42869054805902,0,6.27598959935418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74168332989097,0,0,0,0,0,0,0,0,0,1.1753950056086,0,0,2.12413594969945,2.42869054805902,0,0,0,0,0,0,0,0,0
"Solyc12g038130.1.1",-2.07222192248997,-2.17704758407067,0,-2.07738437079429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07222192248997,-2.17704758407067,0,-2.07738437079429,0,0,0,0,0,0,0,0,0,0
"Solyc12g038343.1.1",-2.10437748571655,0,-2.48281596898519,-3.44894704383659,0,0,-2.81854735730723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10437748571655,0,-2.48281596898519,-3.44894704383659,0,0,0,0,0,0,0,0,0,0
"Solyc12g038370.2.1",1.91483903661673,2.72500219498122,2.82411171711874,2.29961392602435,2.22523115519246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69467854903436,0,0,0,0,0,0,0,0,0,1.91483903661673,2.72500219498122,2.82411171711874,2.29961392602435,2.22523115519246,0,-1.03480524065767,0,0,0,0,0,0,0
"Solyc12g038650.1.1",2.52407517292973,0,2.2390080611592,3.0623084471021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52407517292973,0,2.2390080611592,3.0623084471021,0,0,0,0,0,0,0,0,0,0
"Solyc12g038980.2.1",1.42788343773802,1.83137434009529,2.21353869193047,1.63570524223866,1.50161345329089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21798075116624,0,0,0,0,0,0,0,0,0,1.42788343773802,1.83137434009529,2.21353869193047,1.63570524223866,1.50161345329089,0,0,0,0,0,0,0,0,0
"Solyc12g040390.3.1",1.07306005236314,0,0,1.11623997684595,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13862903150089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07306005236314,0,0,1.11623997684595,0,1.73857467849667,2.16750767684962,0,0,0,0,0,0,0
"Solyc12g040790.2.1",-1.46403296333352,0,-4.39868207968407,-7.30976201178443,-1.6253524334861,0,-6.18889632693425,0,0,0,0,0,0,0,-2.76837544311215,-1.99000126022084,-1.5405682532702,-2.22708241965649,-2.76837544311215,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46403296333352,0,-4.39868207968407,-7.30976201178443,-1.6253524334861,4.89038567271559,0,0,0,0,0,0,0,0
"Solyc12g041960.2.1",-3.10144514261666,-2.4868353812739,-3.7956273057289,-5.25726102660891,0,0,0,0,0,0,0,0,-1.67822526541854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10144514261666,-2.4868353812739,-3.7956273057289,-5.25726102660891,0,0,0,0,0,0,0,0,0,0
"Solyc12g042380.2.1",1.09915572864092,1.03800443249074,0,1.34478445880821,0,0,2.36520108317625,0,0,0,0,0,0,-1.69060848175648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09915572864092,1.03800443249074,0,1.34478445880821,0,0,0,0,0,0,0,0,0,0
"Solyc12g042830.3.1",7.61640638583498,0,0,5.61441032365098,0,0,7.18264611062264,0,0,0,10.3385754186907,5.93969694504955,10.6332996063853,8.76169762193508,4.44215159164165,0,5.6299051278519,4.1806785762854,4.44215159164165,4.73117744191651,2.57374015581482,0,1.79317995295857,0,9.18449870658741,6.36928009911084,0,-1.54088235028916,-1.80449550054414,0,0,0,7.61640638583498,0,0,5.61441032365098,0,-1.716484697665,0,1.39972099259772,0,0,0,0,0,0
"Solyc12g043110.2.1",1.00355137804397,0,0,0,-1.04030779659643,0,1.40275000016432,0,0,0,1.62680419021724,2.26124587937896,2.21282462669821,2.04851380264499,0,0,1.41824364129172,1.45650023925664,0,0,0,0,0,0,1.923118673382,2.24474449870276,0,0,0,0,0,0,1.00355137804397,0,0,0,-1.04030779659643,0,0,0,0,0,0,0,0,0
"Solyc12g043150.3.1",2.4038822077098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4038822077098,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g044270.2.1",1.80220129190888,0,-2.39371248647788,0,0,0,0,0,5.00795389183824,0,0,0,0,1.22043718582269,0,0,0,0,0,0,0,0,-1.3334817796382,0,0,0,0,0,0,0,0,0,1.80220129190888,0,-2.39371248647788,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g044330.2.1",2.33157405433359,0,0,0,-2.19998138140539,0,0,0,0,0,0,0,0,1.98904684431895,1.71833104543701,2.12586017961344,0,0,1.71833104543701,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33157405433359,0,0,0,-2.19998138140539,4.42371543296292,4.65867388419229,0,0,0,0,0,0,0
"Solyc12g044920.3.1",1.17575041074147,0,1.5720936283101,2.9159086218192,0,0,2.94194329171959,0,5.43114023353992,0,0,0,0,1.112631764994,0,0,0,0,0,0,0,-1.3772283731635,0,0,0,0,0,0,0,0,0,0,1.17575041074147,0,1.5720936283101,2.9159086218192,0,4.31870919282823,0,0,0,0,0,0,0,0
"Solyc12g045035.1.1",1.59087317324274,2.0199120991853,4.43959599773825,0,0,0,-6.67777999906506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8983671297309,0,0,0,0,0,0,0,0,0,1.59087317324274,2.0199120991853,4.43959599773825,0,0,0,-3.88141628329851,0,0,0,0,0,0,0
"Solyc12g045037.1.1",2.63602806877677,3.03377414138436,6.29242540297451,2.90578220987099,0,0,-7.85358783012397,0,0,0,0,0,0,0,1.55184395772473,0,-3.26423833186027,-1.58057495257548,1.55184395772473,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63602806877677,3.03377414138436,6.29242540297451,2.90578220987099,0,0,0,0,0,0,0,0,0,0
"Solyc12g049560.2.1",1.24937704960061,0,1.25774031776546,1.51110278098194,0,0,0,0,0,0,0,0,2.30950528350438,2.01057008339545,0,0,0,0,0,0,0,0,1.41542175882468,0,0,0,0,0,0,0,0,0,1.24937704960061,0,1.25774031776546,1.51110278098194,0,0,0,0,0,0,0,0,0,0
"Solyc12g055920.4.1",-1.34598288197045,-1.87024105260236,0,0,0,0,-1.49835042702796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.56383882317396,0,0,0,0,0,0,0,0,0,-1.34598288197045,-1.87024105260236,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g055990.2.1",-1.2698369859317,0,-1.22366225139081,-1.64300913251176,0,0,-1.02543954284244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08967720478996,0,0,0,0,0,0,0,0,0,-1.2698369859317,0,-1.22366225139081,-1.64300913251176,0,-1.53681779381745,0,0,0,0,0,0,0,0
"Solyc12g056170.2.1",-1.72927896661339,-1.37227289945174,-1.61157739429067,-1.57748057603356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05708586124911,0,0,0,0,0,0,0,0,0,-1.72927896661339,-1.37227289945174,-1.61157739429067,-1.57748057603356,0,0,0,0,0,0,0,0,0,0
"Solyc12g056580.2.1",-1.12340668941324,-1.10158806186753,-2.02137815355891,-1.51297817577477,-2.11943304901712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21453464759863,0,0,0,-1.00718720820821,-1.1981447949395,0,0,0,0,-1.12340668941324,-1.10158806186753,-2.02137815355891,-1.51297817577477,-2.11943304901712,0,0,0,0,0,0,0,0,0
"Solyc12g056610.3.1",-2.37129144489458,-3.14000698640199,-3.27543955650455,-4.94104992372184,-1.51013570941254,0,-2.83080268195869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18332158751749,0,0,0,0,0,0,0,0,0,-2.37129144489458,-3.14000698640199,-3.27543955650455,-4.94104992372184,-1.51013570941254,0,0,0,0,0,0,0,0,0
"Solyc12g056640.2.1",-1.05462514659826,0,-2.01344758344376,-4.0622874404334,-1.12663957473992,0,-1.32367592996465,0,0,0,0,0,0,-1.1232841111459,0,0,0,0,0,0,0,0,0,0,0,0,-1.02440528390531,0,0,0,0,0,-1.05462514659826,0,-2.01344758344376,-4.0622874404334,-1.12663957473992,-2.93605451400264,-1.30610901261885,0,0,0,0,0,0,0
"Solyc12g056710.4.1",-2.4469238961759,-1.7006752166668,0,-4.39580880751162,0,0,-2.15806092604723,0,0,0,0,0,-2.20046408552725,0,0,0,0,0,0,0,0,0,-2.43278285708504,0,0,0,0,0,0,0,0,0,-2.4469238961759,-1.7006752166668,0,-4.39580880751162,0,0,0,0,0,0,0,0,0,0
"Solyc12g056780.2.1",2.66370016222689,1.54522636887479,3.23717046995634,3.72449695638699,0,0,2.83981540169314,0,0,0,0,0,0,0,1.93736957461288,1.91514175901874,1.5522732867929,1.57548753127288,1.93736957461288,0,0,0,2.53523389587522,0,0,0,0,0,0,0,0,0,2.66370016222689,1.54522636887479,3.23717046995634,3.72449695638699,0,0,0,0,0,0,0,0,0,0
"Solyc12g057080.2.1",1.12664010576655,0,0,0,0,0,-2.91609668247852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38369280411282,0,0,0,0,0,0,0,0,0,1.12664010576655,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g062340.2.1",1.61726094795198,0,0,3.67082335686852,0,0,0,0,0,0,0,0,-1.90706213116838,-1.90369297782451,0,0,0,0,0,0,0,1.58413856405192,2.76101461030058,0,0,0,0,0,0,0,0,0,1.61726094795198,0,0,3.67082335686852,0,0,0,0,0,0,0,0,0,0
"Solyc12g070127.1.1",1.74993606393812,1.98165076078405,0,0,2.04875817212422,0,0,0,0,0,0,0,0,-1.09602127805381,0,0,0,0,0,0,0,0,3.0492598428954,0,0,0,0,0,0,0,0,0,1.74993606393812,1.98165076078405,0,0,2.04875817212422,-3.26334854731948,-2.2536248957284,0,0,0,0,0,0,0
"Solyc12g070270.2.1",-1.05311653791308,-1.52052008145323,-1.95991001607802,-1.09274651516689,-2.01233645005719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94614528489913,0,0,0,0,0,0,0,0,0,0,-1.05311653791308,-1.52052008145323,-1.95991001607802,-1.09274651516689,-2.01233645005719,0,0,0,0,0,0,0,0,0
"Solyc12g087950.1.1",-1.60819714918583,-1.21227709278913,-1.92716558025609,-2.34896792990293,-1.36005816634505,0,-2.52587634098883,0,0,0,0,0,-1.44353911680222,-1.46065332683547,0,0,0,0,0,0,0,0,-1.06556717054989,0,0,0,-1.69862765161195,-1.67692930818404,-1.19807500447472,0,0,0,-1.60819714918583,-1.21227709278913,-1.92716558025609,-2.34896792990293,-1.36005816634505,-2.11611761076142,0,0,0,0,0,0,0,0
"Solyc12g088050.2.1",1.09288791183189,1.40136481970409,2.15359301211283,0,0,0,-1.90456313669519,0,0,0,0,0,0,-2.37225458141869,0,0,0,0,0,0,0,0,2.30042024395377,0,0,0,0,0,1.66516910751675,0,0,0,1.09288791183189,1.40136481970409,2.15359301211283,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g088170.2.1",-3.48579771717311,-4.05717727747124,-6.6498291453432,-8.40427045854577,0,0,-4.2255674605202,0,0,0,0,0,0,-4.15353451609846,0,-1.2677720304361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48579771717311,-4.05717727747124,-6.6498291453432,-8.40427045854577,0,0,0,0,0,0,0,0,0,0
"Solyc12g088190.2.1",1.39723446726918,0,2.06351673647231,3.59730428063625,0,0,2.63886362826908,0,0,0,0,0,0,1.22662118487182,0,0,0,0,0,0,0,0,0,0,0,-1.28030697285852,0,0,6.45142254474701,0,0,0,1.39723446726918,0,2.06351673647231,3.59730428063625,0,0,0,0,0,0,0,0,0,0
"Solyc12g088250.2.1",-1.15690068303553,-2.07880474203756,-2.93176374170513,0,0,0,0,0,0,0,0,0,0,-1.66631578161055,-1.20166141652775,0,0,0,-1.20166141652775,1.08826172643387,0,0,-5.80508403056815,0,0,0,0,0,0,0,0,0,-1.15690068303553,-2.07880474203756,-2.93176374170513,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g088470.3.1",-3.07936334485644,0,0,0,0,0,0,0,0,0,0,0,0,1.7688676020494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07936334485644,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g088510.1.1",-4.09793589915644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.09793589915644,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g088820.2.1",-1.95637095336585,-2.51661754546424,-4.05089656522245,-7.12796773184482,-1.86592109575644,0,-1.67783103734623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96033796140406,0,0,0,0,0,0,0,0,0,-1.95637095336585,-2.51661754546424,-4.05089656522245,-7.12796773184482,-1.86592109575644,0,0,0,0,0,0,0,0,0
"Solyc12g088830.3.1",-1.28510062351658,-1.82464860764881,0,0,0,0,0,0,3.99887059614431,0,0,0,0,1.11207962134257,0,0,0,0,0,0,0,-1.28287771132828,-2.72909720091826,0,0,0,0,0,0,0,0,0,-1.28510062351658,-1.82464860764881,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc12g089000.2.1",1.09985873720537,1.397769321443,1.74570541841528,2.16527021585194,0,0,1.81134280486322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79850009499279,0,0,0,0,0,0,0,0,0,1.09985873720537,1.397769321443,1.74570541841528,2.16527021585194,0,0,0,0,0,0,0,0,0,0
