"","e1-1","e1-2","e1-3","e1-4","e1-5","e2-1","e2-2","e2-3","e3-1","e4-1","e4-2","e4-3","e5-1","e5-2","e6-1","e6-2","e6-3","e6-4","e7-1","e8-1","e8-2","e9-1","e10-2","e11-1","e11-2","e11-3","e12-1","e12-2","e12-3","e14-1","e14-2","e14-3","e15-1","e15-2","e15-3","e15-4","e15-5","e17-1","e17-2","e18-1","e19-1","e19-2","e19-3","e19-4","e19-5","e19-6"
"Solyc01g060490.5.1",0,0,0,0,0,0,0,0,0,0,0,0,4.77167631231962,3.80342481562597,0,0,0,0,0,0,0,0,0,0,3.17908235218561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g065570.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.44405566165571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g065910.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.69385228178677,-5.31769464404165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g066090.3.1",0,0,0,0,0,0,0,0,0,0,0,0,12.2550871074988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g066130.1.1",0,0,0,0,0,0,0,0,0,0,0,0,7.07445042607086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g066150.1.1",0,0,0,0,0,0,0,0,0,0,0,0,8.71410651279413,6.18553797263971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g067040.2.1",0,0,0,0,0,0,0,0,0,0,0,0,1.87246351846732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g067350.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-6.66802738983802,-1.72363877040383,0,0,1.08836888958242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g067570.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.00558355423511,1.0533875391412,0,0,0,0,0,1.43957508177023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48932184099454,1.49152536889066,0,0,0,0,0,0,0
"Solyc01g068040.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.62886013935623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g068080.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.23542794817417,-1.2169763227134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3379439843209,-2.85284681696286,0,0,0,0,0,0,0
"Solyc01g068100.4.1",0,0,0,0,0,0,0,0,0,0,0,0,1.48568269074107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g073910.5.1",0,0,0,0,0,0,0,0,0,0,0,0,3.80390624534067,-1.67580486590062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24133302082511,0,0,0,0,0,0,0,0,3.40103257178696,0,-1.52809124598986,0,0,0,0,0,0
"Solyc01g079160.5.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.67832566815216,0,0,0,-1.28778037822411,0,0,0,0,0,-3.1709078028093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g079370.5.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.01721135822581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080030.3.1",0,0,0,0,0,0,0,0,0,0,0,0,2.83270764971852,3.00557757517929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080160.5.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.10877756558191,0,0,0,0,0,0,0,0,0,-1.03661126840108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080480.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-5.37443915025886,-2.56117063662043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1178540566433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080560.1.1",0,0,0,0,0,0,0,0,0,0,0,0,8.00213161562036,6.91795534721966,0,0,0,0,0,0,0,0,5.57861936126996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080620.3.1",0,0,0,0,0,0,0,0,0,0,0,0,2.16814122279236,0,0,0,0,0,0,0,0,0,1.1595294419823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21505052528492,0,0,0,0,0,0,0,0
"Solyc01g080640.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.0060569485747,-1.09789742747603,0,0,0,0,0,0,0,0,1.91952236924145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080700.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.11461714296708,-1.83536022492918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080920.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-4.20643125678265,-3.93019263593648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g080950.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-5.35143433558722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g086830.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.74255637137603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g087070.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.02586594964935,-1.3721268656384,0,0,0,0,0,0,0,0,2.43831109926093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g088790.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.67166451139951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g090000.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.26147472864523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g090350.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.65090176339444,0,0,0,-1.376655044108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g090600.5.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.17281966085792,-1.66312872414389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g090697.1.1",0,0,0,0,0,0,0,0,0,0,0,0,7.61881703151161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14459472777589,0,0,0,0,-3.20063069673695,0
"Solyc01g090740.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.00767964623025,-1.20075426252711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g091250.3.1",0,0,0,0,0,0,0,0,0,0,0,0,6.82563834071621,5.28013750174978,0,0,0,0,0,0,0,0,-3.31767280870441,0,0,0,0,0,2.6252710891177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g091410.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.0990041668271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g094390.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.63440519837486,-2.73518221980376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g094705.1.1",0,0,0,0,0,0,0,0,0,0,0,0,2.40353592925384,1.5639256538454,0,0,0,0,0,0,0,3.46311743061524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.76296931269686,-2.3755037395956,0,0,0,0,0,0,0
"Solyc01g095370.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.82471663113836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4748919507087,1.008788118132,0,0,0,0,0,0,0
"Solyc01g095720.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.30230667189023,0,0,0,0,0,0,0,0,0,-1.75407600352067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g095820.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.6969164470258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g096000.2.1",0,0,0,0,0,0,0,0,0,0,0,0,1.2260620365793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g096210.5.1",0,0,0,0,0,0,0,0,0,0,0,0,1.19515938719345,1.40741953740736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63223236457013,1.47447385292718,0,0,0,0,0,0,0
"Solyc01g096380.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.16102205873487,1.18512256287467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g096690.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.27802877864547,1.00900921047531,0,0,0,0,0,0,0,0,6.13869289065062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g096840.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.30392304935248,0,0,0,0,0,0,-1.59689999130986,0,0,2.38835920643228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g096970.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.09979541278836,0,0,0,0,0,0,0,0,0,1.50150542100855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g097170.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.31815194599117,0,0,0,0,0,0,0,0,0,1.01902334987917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1789424255756,0,0,0,0,0,0,0,0
"Solyc01g097630.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.4949991171753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54548431139286,0,0,0,0,0,0,0,0
"Solyc01g097660.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.85100930348478,0,0,0,-1.38773557701265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g097750.1.1",0,0,0,0,0,0,0,0,0,0,0,0,5.72582578950182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g098220.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.17396831947836,0,0,0,-1.34074304565731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g098850.3.1",0,0,0,0,0,0,0,0,0,0,0,0,2.84190977931201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g098980.5.1",0,0,0,0,0,0,0,0,0,0,0,0,1.06959367104914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30286025307146,2.97137913080551,0,0,0,0,0,0,0
"Solyc01g099530.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.84786320733718,0,0,0,1.71914478384584,-1.76286002343512,0,0,0,0,2.75740836415358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g099540.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.68881237938092,-1.01643069734265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g099570.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.4488556461731,-1.02876347751934,0,0,-1.80893477609326,-1.3842780110018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g099620.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.3337274790531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28635803287094,0,0,0,0,0,0,0,0,-7.27750131950093,0,0,0,0,0,1.79419080117014,0,0
"Solyc01g099840.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.62945781617888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55817499679269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g099960.5.1",0,0,0,0,0,0,0,0,0,0,0,0,1.24296986703594,0,0,0,0,0,0,0,0,0,1.32635589896505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69748226708493,0,0,0,0,0,0,0,0
"Solyc01g100440.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.13285117633769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g100480.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.11446611936839,0,0,0,0,0,0,0,0,0,1.26259225807972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55875522902741,0,0,0,0,0,0,0,0
"Solyc01g101240.5.1",0,0,0,0,0,0,0,0,0,0,0,0,2.44621408234019,1.13652357513979,0,0,0,0,0,1.31742906403915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g102880.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.70533579012839,1.2110166498033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g103640.5.1",0,0,0,0,0,0,0,0,0,0,0,0,1.79186012223337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g103900.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.77384518237574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41532769222087,0,0,0,0,0,0,0,0
"Solyc01g103910.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.48469912687151,0,0,0,0,0,0,0,0,-1.3043721601587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73053736330055,0,0,0,0,0,0,0,0
"Solyc01g104240.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.09265264210988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g104630.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.00675708012517,0,0,0,0,0,0,0,0,0,1.22716667933335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g105810.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.44553020118032,0,0,0,-1.8921202767792,-1.6707073155959,0,0,0,0,2.99155967282591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g106020.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.03039127517854,1.12264093863282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g106100.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.24280264078472,-1.07020188084203,0,0,0,0,0,0,0,0,1.50932130490105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g108090.2.1",0,0,0,0,0,0,0,0,0,0,0,0,1.82993178585057,2.22010959065843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g108310.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.01127893595685,-2.38662399839088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g108460.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-4.90521491667991,-3.06457251290008,0,0,0,0,0,0,0,-1.18913528811269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22516788078572,0,0,0,0,0,0,0,0
"Solyc01g109200.4.1",0,0,0,0,0,0,0,0,0,0,0,0,2.82924944508405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g109730.1.1",0,0,0,0,0,0,0,0,0,0,0,0,1.47460234954916,1.50969537233861,0,0,0,0,0,0,0,0,4.20481051774802,0,0,0,0,0,-3.00807787622668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g110270.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.29243396397102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g110350.2.1",0,0,0,0,0,0,0,0,0,0,0,0,1.01388907584657,0,0,0,0,0,0,0,0,0,-1.29658747042526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g111230.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.58742603241724,0,0,0,-1.6244751962933,-1.51530015340577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g111340.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.61759404743141,-1.90935019355361,0,0,-1.54628670595048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27090704723361,-2.93211266489008,0,0,0,0,0,0,0
"Solyc01g150127.1.1",0,0,0,0,0,0,0,0,0,0,0,0,3.92860171410975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g160360.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.18892258966351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g160420.1.1",0,0,0,0,0,0,0,0,0,0,0,0,1.12190531999819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g160720.1.1",0,0,0,0,0,0,0,0,0,0,0,0,6.52369019193775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g160990.1.1",0,0,0,0,0,0,0,0,0,0,0,0,7.64791708470541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g162240.1.1",0,0,0,0,0,0,0,0,0,0,0,0,7.81392955957773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g162250.1.1",0,0,0,0,0,0,0,0,0,0,0,0,10.3607241581465,8.19087447447907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g163060.1.1",0,0,0,0,0,0,0,0,0,0,0,0,9.65079119087214,5.95131201714528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g163130.1.1",0,0,0,0,0,0,0,0,0,0,0,0,6.94879213156672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g005305.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.91885412249782,-1.8565549585883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44928604204489,0,0,0,0,0,0,0,0
"Solyc02g005490.3.1",0,0,0,0,0,0,0,0,0,0,0,0,3.00891625128464,3.36081860717755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g014250.3.1",0,0,0,0,0,0,0,0,0,0,0,0,6.82145701529821,0,0,0,0,0,0,0,0,0,-6.10122352101628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g014560.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.85293645670797,0,0,0,0,0,0,0,0,0,2.21768975164577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g014670.2.1",0,0,0,0,0,0,0,0,0,0,0,0,6.94366320976403,8.56266803904917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23552289426878,3.73362791214756,0,0,0,0,0,0,0
"Solyc02g020920.1.1",0,0,0,0,0,0,0,0,0,0,0,0,1.24995116704128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g021210.1.1",0,0,0,0,0,0,0,0,0,0,0,0,9.6981625107053,7.81079413238396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g021620.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.013317495196,0,0,0,0,0,0,0,0,0,2.18119744558116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g030462.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.17743371007483,-4.0148840524434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g030625.2.1",0,0,0,0,0,0,0,0,0,0,0,0,-7.03192078065862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g031710.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.05112798037807,-1.65924744726305,0,0,0,0,0,0,0,0,-1.50373927713199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g031960.3.1",0,0,0,0,0,0,0,0,0,0,0,0,1.43142202750374,0,0,0,0,0,0,0,0,2.55921164312401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08475529158255,-1.79916722590822,0,0,0,0,0,0,0
"Solyc02g032910.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.99198884480744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.29725044338145,-5.63629217933135,0,0,0,0,0,0,0
"Solyc02g038800.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.78048177827359,-1.48240535377662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g038802.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.63547306000063,-1.75060290839694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g038805.1.1",0,0,0,0,0,0,0,0,0,0,0,0,2.61506742828877,1.16133554937176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.63623388987357,0,0,0,0,0,0,0,0
"Solyc02g038806.1.1",0,0,0,0,0,0,0,0,0,0,0,0,7.7461958608236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g038807.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.78633973141001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g043950.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.56507968637036,0,0,0,0,0,0,0,0,0,-4.63867444812603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g061850.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.38238654217507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g062160.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-2.36821470649588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g062410.2.1",0,0,0,0,0,0,0,0,0,0,0,0,1.35003730646007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g062435.2.1",0,0,0,0,0,0,0,0,0,0,0,0,3.16729247210201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g062750.4.1",0,0,0,0,0,0,0,0,0,0,0,0,-3.65536953960121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g062870.3.1",0,0,0,0,0,0,0,0,0,0,0,0,-5.3951778228716,-1.76048000404242,0,0,7.7414611725129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g063340.1.1",0,0,0,0,0,0,0,0,0,0,0,0,-1.10801984388834,0,0,0,0,0,0,0,0,3.18736613521888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
