sra_run_id,layout,fragment_length_average,fragment_length_sd,publication_id,species,genotype.name,genotype.accession,tissue,tissue.comment,stress_type,stress.duration,temperature,sample.name,sample.group,respective_control
SRR11855643,paired,,,p20,Solanum lycopersicum,M82,,leaf,,drought,,,5d_D_2,e20-5,e20-0
SRR11855644,paired,,,p20,Solanum lycopersicum,M82,,leaf,,drought,,,5d_D_3,e20-5,e20-0
SRR11855645,paired,,,p20,Solanum lycopersicum,M82,,leaf,,drought,,,Recovery_D_1,e20-6,e20-0
SRR11855646,paired,,,p20,Solanum lycopersicum,M82,,leaf,,drought,,,Recovery_D_2,e20-6,e20-0
SRR11855647,paired,,,p20,Solanum lycopersicum,M82,,leaf,,drought,,,Recovery_D_3,e20-6,e20-0
SRR12467588,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_Vein_T0_1,e21-1-0,
SRR12467589,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_Vein_T0_2,e21-1-0,
SRR12467590,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_Vein_T0_3,e21-1-0,
SRR12467591,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,control_intervein_T0_1,e21-1,e21-1-0
SRR12467592,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,control_intervein_T0_2,e21-1,e21-1-0
SRR12467593,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,control_intervein_T0_3,e21-1,e21-1-0
SRR12467597,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_ vein_T1_1,e21-2-0,
SRR12467598,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_ vein_T1_2,e21-2-0,
SRR12467599,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_ vein_T1_3,e21-2-0,
SRR12467594,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,drought,,,vein_T1_1,e21-2,e21-2-0
SRR12467595,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,drought,,,vein_T1_2,e21-2,e21-2-0
SRR12467596,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,drought,,,vein_T1_3,e21-2,e21-2-0
SRR12467606,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_vein_T2_1,e21-3-0,
SRR12467607,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_vein_T2_2,e21-3-0,
SRR12467608,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,none,,,control_vein_T2_3,e21-3-0,
SRR12467609,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,drought,,,vein_T2_1,e21-3,e21-3-0
SRR12467610,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,drought,,,vein_T2_2,e21-3,e21-3-0
SRR12467611,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,vein,,drought,,,vein_T2_3,e21-3,e21-3-0
SRR12467603,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,none,,,control_intervein_T1_1,e21-4-0,
SRR12467604,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,none,,,control_intervein_T1_2,e21-4-0,
SRR12467605,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,none,,,control_intervein_T1_3,e21-4-0,
SRR12467600,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,intervein_T1_1,e21-4,e21-4-0
SRR12467601,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,intervein_T1_2,e21-4,e21-4-0
SRR12467602,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,intervein_T1_3,e21-4,e21-4-0
SRR12467612,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,none,,,control_intervein_T2_1,e21-5-0,
SRR12467613,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,none,,,control_intervein_T2_2,e21-5-0,
SRR12467614,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,none,,,control_intervein_T2_3,e21-5-0,
SRR12467615,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,intervein_T2_1,e21-5,e21-5-0
SRR12467616,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,intervein_T2_2,e21-5,e21-5-0
SRR12467617,single,200,30,p21,Solanum lycopersicum,Florida Lanai,,intervein,,drought,,,intervein_T2_3,e21-5,e21-5-0
SRR11829574,paired,,,p23,Solanum lycopersicum,M82,,leaf,,none,,,0d_1,e23-0,
SRR11829573,paired,,,p23,Solanum lycopersicum,M82,,leaf,,none,,,0d_2,e23-0,
SRR11829562,paired,,,p23,Solanum lycopersicum,M82,,leaf,,none,,,0d_3,e23-0,
SRR11829551,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,1d_1,e23-1,e23-0
SRR11829541,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,1d_2,e23-1,e23-0
SRR11829540,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,1d_3,e23-1,e23-0
SRR11829539,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,2d_1,e23-2,e23-0
SRR11829538,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,2d_2,e23-2,e23-0
SRR11829537,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,2d_3,e23-2,e23-0
SRR11829536,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,3d_1,e23-3,e23-0
SRR11829572,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,3d_2,e23-3,e23-0
SRR11829571,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,3d_3,e23-3,e23-0
SRR11829570,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,4d_1,e23-4,e23-0
SRR11829569,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,4d_2,e23-4,e23-0
SRR11829568,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,4d_3,e23-4,e23-0
SRR11829567,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,5d_1,e23-5,e23-0
SRR11829566,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,5d_2,e23-5,e23-0
SRR11829565,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,5d_3,e23-5,e23-0
SRR11829564,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,d_r_1,e23-6,e23-0
SRR11829563,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,d_r_2,e23-6,e23-0
SRR11829561,paired,,,p23,Solanum lycopersicum,M82,,leaf,,drought,,,d_r_3,e23-6,e23-0
SRR7206494,paired,,,p24,Solanum lycopersicum,Cervil,,fruit,,none,,,control_cervil_fruit,e24-1-0,
SRR7206496,paired,,,p24,Solanum lycopersicum,Cervil,,fruit,,drought,,,d_cervil_fruit_1,e24-1,e24-1-0
SRR7341814,paired,,,p24,Solanum lycopersicum,Cervil,,fruit,,drought,,,d_cervil_fruit_2,e24-1,e24-1-0
SRR7206495,paired,,,p24,Solanum lycopersicum,Cervil,,leaf,,none,,,control_cervil_leaf,e24-2-0,
SRR7206497,paired,,,p24,Solanum lycopersicum,Cervil,,leaf,,drought,,,d_cervil_leaf,e24-2,e24-2-0
SRR7206502,paired,,,p24,Solanum lycopersicum,Levovil,,fruit,,none,,,control_levovil_fruit,e24-3-0,
SRR7206504,paired,,,p24,Solanum lycopersicum,Levovil,,fruit,,drought,,,d_levovil_fruit,e24-3,e24-3-0
SRR7206503,paired,,,p24,Solanum lycopersicum,Levovil,,leaf,,none,,,control_levovil_leaf,e24-4-0,
SRR7218473,paired,,,p24,Solanum lycopersicum,Levovil,,leaf,,drought,,,d_levovil_leaf_1,e24-4,e24-4-0
SRR7218472,paired,,,p24,Solanum lycopersicum,Levovil,,leaf,,drought,,,d_levovil_leaf_2,e24-4,e24-4-0
SRR7206505,paired,,,p24,Solanum lycopersicum,Levovil,,leaf,,drought,,,d_levovil_leaf_3,e24-4,e24-4-0
SRR7206498,paired,,,p24,Solanum lycopersicum,Cervil_Levovil_F1,,fruit,,none,,,control_f1_fruit,e24-5-0,
SRR7206500,paired,,,p24,Solanum lycopersicum,Cervil_Levovil_F1,,fruit,,drought,,,d_f1_fruit,e24-5,e24-5-0
SRR7206499,paired,,,p24,Solanum lycopersicum,Cervil_Levovil_F1,,leaf,,none,,,control_f1_leaf,e24-6-0,
SRR7206501,paired,,,p24,Solanum lycopersicum,Cervil_Levovil_F1,,leaf,,drought,,,d_f1_leaf,e24-6,e24-6-0
SRR7652567,paired,,,p26,Solanum lycopersicum,Jinlingmeiyu,,leaf,,none,,,control_1,e26-0,
SRR7652566,paired,,,p26,Solanum lycopersicum,Jinlingmeiyu,,leaf,,none,,,control_2,e26-0,
SRR7652565,paired,,,p26,Solanum lycopersicum,Jinlingmeiyu,,leaf,,none,,,control_3,e26-0,
SRR7652569,paired,,,p26,Solanum lycopersicum,Jinlingmeiyu,,leaf,,drought,,,drought_1,e26-1,e26-0
SRR7652568,paired,,,p26,Solanum lycopersicum,Jinlingmeiyu,,leaf,,drought,,,drought_2,e26-1,e26-0
SRR7652563,paired,,,p26,Solanum lycopersicum,Jinlingmeiyu,,leaf,,drought,,,drought_3,e26-1,e26-0
SRR6484333,paired,,,p27,Solanum lycopersicum,BGA,,leaf,,none,,,bga_1,e27-0,
SRR6484332,paired,,,p27,Solanum lycopersicum,BGA,,leaf,,none,,,bga_2,e27-0,
SRR6484331,paired,,,p27,Solanum lycopersicum,BGA,,leaf,,none,,,bga_3,e27-0,
SRR6484330,paired,,,p27,Solanum lycopersicum,Micro tom,,leaf,,drought,,,mt_1,e27-1,e27-0
SRR6484329,paired,,,p27,Solanum lycopersicum,Micro tom,,leaf,,drought,,,mt_2,e27-1,e27-0
SRR6484328,paired,,,p27,Solanum lycopersicum,Micro tom,,leaf,,drought,,,mt_3,e27-1,e27-0
SRR9158281,single,200,30,p28,Solanum lycopersicum,San Marzano nano,,root,,none,,,control,e28-0,
SRR9158277,single,200,30,p28,Solanum lycopersicum,San Marzano nano,,root,,drought,,,ws,e28-1,e28-0
SRR5279883,paired,,,p29,Solanum lycopersicum,M82,,leaf,,none,,,control_m82_1,e29-1-0,
SRR5280370,paired,,,p29,Solanum lycopersicum,M82,,leaf,,none,,,control_m82_2,e29-1-0,
SRR5280383,paired,,,p29,Solanum lycopersicum,M82,,leaf,,drought,,,d_m82_1,e29-1,e29-1-0
SRR5280392,paired,,,p29,Solanum lycopersicum,M82,,leaf,,drought,,,d_m82_2,e29-1,e29-1-0
SRR5280323,paired,,,p29,Solanum lycopersicum,M82,,leaf,,none,,,control_il91_1,e29-2-0,
SRR5279875,paired,,,p29,Solanum lycopersicum,M82,,leaf,,none,,,control_il91_2,e29-2-0,
SRR5279858,paired,,,p29,Solanum lycopersicum,M82,,leaf,,drought,,,d_il91_1,e29-2,e29-2-0
SRR5280382,paired,,,p29,Solanum lycopersicum,M82,,leaf,,drought,,,d_il91_2,e29-2,e29-2-0
SRR11517921,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,none,,,0h_ 1,e31-1-0,
SRR11517922,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,none,,,0h_ 2,e31-1-0,
SRR11517923,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,none,,,0h_ 3,e31-1-0,
SRR11517924,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,3h_1,e31-1,e31-1-0
SRR11517925,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,3h_2,e31-1,e31-1-0
SRR11517926,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,3h_3,e31-1,e31-1-0
SRR11517927,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,6h_1,e31-2,e31-1-0
SRR11517928,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,6h_2,e31-2,e31-1-0
SRR11517929,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,6h_3,e31-2,e31-1-0
SRR11517930,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,none,,,0h_ex_1,e31-3-0,
SRR11517931,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,none,,,0h_ex_2,e31-3-0,
SRR11517932,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,none,,,0h_ex_3,e31-3-0,
SRR11517933,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,3h_ex_1,e31-3,e31-3-0
SRR11517934,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,3h_ex_2,e31-3,e31-3-0
SRR11517935,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,3h_ex_3,e31-3,e31-3-0
SRR11517936,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,6h_ex_1,e31-4,e31-3-0
SRR11517937,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,6h_ex_2,e31-4,e31-3-0
SRR11517938,paired,,,p31,Solanum lycopersicum,Micro tom,,leaf,,salt,,,6h_ex_3,e31-4,e31-3-0
SRR9964713,single,200,30,p32,Solanum lycopersicum,Kashi Amrit,,leaf,,none,,,control_KA,e32-0,
SRR9964712,single,200,30,p32,Solanum lycopersicum,Kashi Amrit,,leaf,,salt,,,treatment_KA,e32-1,e32-0
SRR6172292,paired,,,p33,Solanum lycopersicum,Ailsa Craig,,leaf,,none,,,control,e33-0,
SRR6172291,paired,,,p33,Solanum lycopersicum,Ailsa Craig,,leaf,,salt,,,treatment,e33-1,e33-0
SRR7349520,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,none,,,control_mt_1,e34-1-0,
SRR7349521,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,none,,,control_mt_2,e34-1-0,
SRR7349518,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,none,,,control_mt_3,e34-1-0,
SRR7349522,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,salt,,,s_mt_1,e34-1,e34-1-0
SRR7349523,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,salt,,,s_mt_2,e34-1,e34-1-0
SRR7349527,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,salt,,,s_mt_3,e34-1,e34-1-0
SRR7349528,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,none,,,control_f2_1,e34-2-0,
SRR7349531,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,none,,,control_f2_2,e34-2-0,
SRR7349532,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,none,,,control_f2_3,e34-2-0,
SRR7349529,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,salt,,,s_f2_1,e34-2,e34-2-0
SRR7349530,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,salt,,,s_f2_2,e34-2,e34-2-0
SRR7349535,single,200,30,p34,Solanum lycopersicum,Micro tom,,seedling,,salt,,,s_f2_3,e34-2,e34-2-0
SRR786507,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786508,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786509,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786529,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786530,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786545,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786546,paired,,,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786602,single,200,30,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786603,single,200,30,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786604,single,200,30,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786605,single,200,30,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786606,single,200,30,p35,Solanum lycopersicum,M82,LA3475,seedling,,none,,,,e35-4,
SRR786520,paired,,,p35,Solanum lycopersicum,M82,LA3475,flower,,none,,,,e35-5,
SRR786521,paired,,,p35,Solanum lycopersicum,M82,LA3475,flower,,none,,,,e35-5,
SRR786535,paired,,,p35,Solanum lycopersicum,M82,LA3475,flower,,none,,,,e35-5,
SRR786536,paired,,,p35,Solanum lycopersicum,M82,LA3475,flower,,none,,,,e35-5,
SRR786537,paired,,,p35,Solanum lycopersicum,M82,LA3475,flower,,none,,,,e35-5,
SRR786522,paired,,,p35,Solanum lycopersicum,M82,LA3475,fruit,,none,,,,e35-7,
SRR786523,paired,,,p35,Solanum lycopersicum,M82,LA3475,fruit,,none,,,,e35-7,
SRR786538,paired,,,p35,Solanum lycopersicum,M82,LA3475,fruit,,none,,,,e35-7,
SRR786539,paired,,,p35,Solanum lycopersicum,M82,LA3475,fruit,,none,,,,e35-7,
SRR786524,paired,,,p35,Solanum lycopersicum,M82,LA3475,leaf,,none,,,,e35-9,
SRR786525,paired,,,p35,Solanum lycopersicum,M82,LA3475,leaf,,none,,,,e35-9,
SRR786540,paired,,,p35,Solanum lycopersicum,M82,LA3475,leaf,,none,,,,e35-9,
SRR786541,paired,,,p35,Solanum lycopersicum,M82,LA3475,leaf,,none,,,,e35-9,
SRR786542,paired,,,p35,Solanum lycopersicum,M82,LA3475,leaf,,none,,,,e35-9,
SRR786526,paired,,,p35,Solanum lycopersicum,M82,LA3475,root,,none,,,,e35-12,
SRR786527,paired,,,p35,Solanum lycopersicum,M82,LA3475,root,,none,,,,e35-12,
SRR786528,paired,,,p35,Solanum lycopersicum,M82,LA3475,root,,none,,,,e35-12,
SRR786543,paired,,,p35,Solanum lycopersicum,M82,LA3475,root,,none,,,,e35-12,
SRR786544,paired,,,p35,Solanum lycopersicum,M82,LA3475,root,,none,,,,e35-12,
SRR786531,paired,,,p35,Solanum lycopersicum,M82,LA3475,stem,,none,,,,e35-14,
SRR786532,paired,,,p35,Solanum lycopersicum,M82,LA3475,stem,,none,,,,e35-14,
SRR786547,paired,,,p35,Solanum lycopersicum,M82,LA3475,stem,,none,,,,e35-14,
SRR786548,paired,,,p35,Solanum lycopersicum,M82,LA3475,stem,,none,,,,e35-14,
SRR786533,paired,,,p35,Solanum lycopersicum,M82,LA3475,vegetative,,none,,,,e35-16,
SRR786534,paired,,,p35,Solanum lycopersicum,M82,LA3475,vegetative,,none,,,,e35-16,
SRR786549,paired,,,p35,Solanum lycopersicum,M82,LA3475,vegetative,,none,,,,e35-16,
SRR786550,paired,,,p35,Solanum lycopersicum,M82,LA3475,vegetative,,none,,,,e35-16,
SRR786551,paired,,,p35,Solanum lycopersicum,M82,LA3475,vegetative,,none,,,,e35-16,
MM25CZT01,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,1,25,,yunlong-0-1,
MM25CZT04,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,4,25,,yunlong-0-4,
MM25CZT08,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,8,25,,yunlong-0-8,
MM25CZT12,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,12,25,,yunlong-0-12,
MM25CZT13,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,13,25,,yunlong-0-13,
MM25CZT16,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,16,25,,yunlong-0-16,
MM25CZT20,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,20,25,,yunlong-0-20,
MM25CZT24,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,24,25,,yunlong-0-24,
MM25CZT25,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,none,25,25,,yunlong-0-25,
MM37CZT01,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,1,37,,yunlong-1-1,yunlong-0-1
MM37CZT04,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,4,37,,yunlong-1-4,yunlong-0-4
MM37CZT08,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,8,37,,yunlong-1-8,yunlong-0-8
MM37CZT12,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,12,37,,yunlong-1-12,yunlong-0-12
MM37CZT13,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,13,37,,yunlong-1-13,yunlong-0-13
MM37CZT16,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,16,37,,yunlong-1-16,yunlong-0-16
MM37CZT20,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,20,37,,yunlong-1-20,yunlong-0-20
MM37CZT24,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,24,37,,yunlong-1-24,yunlong-0-24
MM37CZT25,paired,,,none (data from Yunlong),Solanum lycopersicum,Moneymaker,,seedling,,heat,25,37,,yunlong-1-25,yunlong-0-25
